annee_de_deces;departement_de_domicile;sexe;cause_initiale_de_deces;effectif_de_deces
2007;66;Hommes;2. Tumeurs;791
2008;66;Hommes;2. Tumeurs;885
2009;66;Hommes;2. Tumeurs;830
2010;66;Hommes;2. Tumeurs;874
2011;66;Hommes;2. Tumeurs;891
2012;66;Hommes;2. Tumeurs;850
2013;66;Hommes;2. Tumeurs;852
2014;66;Hommes;2. Tumeurs;825
2015;66;Hommes;2. Tumeurs;880
2016;66;Hommes;2. Tumeurs;861
2017;66;Hommes;2. Tumeurs;880
2018;66;Hommes;2. Tumeurs;878
2019;66;Hommes;2. Tumeurs;861
2020;66;Hommes;2. Tumeurs;889
2021;66;Hommes;2. Tumeurs;926
2022;66;Hommes;2. Tumeurs;989
1990;67;Hommes;2. Tumeurs;1424
1991;67;Hommes;2. Tumeurs;1431
1992;67;Hommes;2. Tumeurs;1393
1993;67;Hommes;2. Tumeurs;1412
1994;67;Hommes;2. Tumeurs;1451
1995;67;Hommes;2. Tumeurs;1357
1996;67;Hommes;2. Tumeurs;1373
1997;67;Hommes;2. Tumeurs;1392
1998;67;Hommes;2. Tumeurs;1395
1999;67;Hommes;2. Tumeurs;1395
2000;67;Hommes;2. Tumeurs;1410
2001;67;Hommes;2. Tumeurs;1448
2002;67;Hommes;2. Tumeurs;1418
2003;67;Hommes;2. Tumeurs;1444
2004;67;Hommes;2. Tumeurs;1391
2005;67;Hommes;2. Tumeurs;1395
2006;67;Hommes;2. Tumeurs;1434
2007;67;Hommes;2. Tumeurs;1408
2008;67;Hommes;2. Tumeurs;1438
2009;67;Hommes;2. Tumeurs;1477
2010;67;Hommes;2. Tumeurs;1350
2011;67;Hommes;2. Tumeurs;1460
2012;67;Hommes;2. Tumeurs;1454
2013;67;Hommes;2. Tumeurs;1499
2014;67;Hommes;2. Tumeurs;1520
2015;67;Hommes;2. Tumeurs;1515
2016;67;Hommes;2. Tumeurs;1499
2017;67;Hommes;2. Tumeurs;1480
2018;67;Hommes;2. Tumeurs;1484
2019;67;Hommes;2. Tumeurs;1524
2020;67;Hommes;2. Tumeurs;1496
2021;67;Hommes;2. Tumeurs;1513
2022;67;Hommes;2. Tumeurs;1606
1990;68;Hommes;2. Tumeurs;959
1991;68;Hommes;2. Tumeurs;1004
1992;68;Hommes;2. Tumeurs;1006
1993;68;Hommes;2. Tumeurs;994
1994;68;Hommes;2. Tumeurs;969
1995;68;Hommes;2. Tumeurs;1009
1996;68;Hommes;2. Tumeurs;986
1997;68;Hommes;2. Tumeurs;965
1998;68;Hommes;2. Tumeurs;990
1999;68;Hommes;2. Tumeurs;1011
2000;68;Hommes;2. Tumeurs;983
2001;68;Hommes;2. Tumeurs;1001
2002;68;Hommes;2. Tumeurs;982
2003;68;Hommes;2. Tumeurs;1015
2004;68;Hommes;2. Tumeurs;997
2005;68;Hommes;2. Tumeurs;1041
2006;68;Hommes;2. Tumeurs;998
2007;68;Hommes;2. Tumeurs;1039
2008;68;Hommes;2. Tumeurs;997
2009;68;Hommes;2. Tumeurs;1065
2010;68;Hommes;2. Tumeurs;993
2011;68;Hommes;2. Tumeurs;1029
2012;68;Hommes;2. Tumeurs;1062
2013;68;Hommes;2. Tumeurs;1051
2014;68;Hommes;2. Tumeurs;1138
2015;68;Hommes;2. Tumeurs;1065
2016;68;Hommes;2. Tumeurs;1060
2017;68;Hommes;2. Tumeurs;1133
2018;68;Hommes;2. Tumeurs;1128
2019;68;Hommes;2. Tumeurs;1109
2020;68;Hommes;2. Tumeurs;1093
2021;68;Hommes;2. Tumeurs;1120
2022;68;Hommes;2. Tumeurs;1085
1990;69;Hommes;2. Tumeurs;1936
1991;69;Hommes;2. Tumeurs;2008
1992;69;Hommes;2. Tumeurs;2038
1993;69;Hommes;2. Tumeurs;2088
1994;69;Hommes;2. Tumeurs;1943
1995;69;Hommes;2. Tumeurs;2038
1996;69;Hommes;2. Tumeurs;2040
1997;69;Hommes;2. Tumeurs;2035
1998;69;Hommes;2. Tumeurs;1902
1999;69;Hommes;2. Tumeurs;2003
2000;69;Hommes;2. Tumeurs;2028
2001;69;Hommes;2. Tumeurs;2045
2002;69;Hommes;2. Tumeurs;2026
2003;69;Hommes;2. Tumeurs;2006
2004;69;Hommes;2. Tumeurs;2070
2005;69;Hommes;2. Tumeurs;2061
2006;69;Hommes;2. Tumeurs;2044
2007;69;Hommes;2. Tumeurs;2133
2008;69;Hommes;2. Tumeurs;2176
2009;69;Hommes;2. Tumeurs;2156
2010;69;Hommes;2. Tumeurs;2075
2011;69;Hommes;2. Tumeurs;1958
2012;69;Hommes;2. Tumeurs;2137
2013;69;Hommes;2. Tumeurs;2074
2014;69;Hommes;2. Tumeurs;2110
2015;69;Hommes;2. Tumeurs;2088
2016;69;Hommes;2. Tumeurs;2089
2017;69;Hommes;2. Tumeurs;2008
2018;69;Hommes;2. Tumeurs;1990
2019;69;Hommes;2. Tumeurs;2061
2020;69;Hommes;2. Tumeurs;1983
2021;69;Hommes;2. Tumeurs;1943
2022;69;Hommes;2. Tumeurs;2041
1990;70;Hommes;2. Tumeurs;357
1991;70;Hommes;2. Tumeurs;376
1992;70;Hommes;2. Tumeurs;359
1993;70;Hommes;2. Tumeurs;383
1994;70;Hommes;2. Tumeurs;387
1995;70;Hommes;2. Tumeurs;348
1996;70;Hommes;2. Tumeurs;409
1997;70;Hommes;2. Tumeurs;373
1998;70;Hommes;2. Tumeurs;361
1999;70;Hommes;2. Tumeurs;357
2000;70;Hommes;2. Tumeurs;335
2001;70;Hommes;2. Tumeurs;377
2002;70;Hommes;2. Tumeurs;357
2003;70;Hommes;2. Tumeurs;428
2004;70;Hommes;2. Tumeurs;449
2005;70;Hommes;2. Tumeurs;370
2006;70;Hommes;2. Tumeurs;353
2007;70;Hommes;2. Tumeurs;374
2008;70;Hommes;2. Tumeurs;369
2009;70;Hommes;2. Tumeurs;434
2010;70;Hommes;2. Tumeurs;414
2011;70;Hommes;2. Tumeurs;380
2012;70;Hommes;2. Tumeurs;367
2013;70;Hommes;2. Tumeurs;393
2014;70;Hommes;2. Tumeurs;397
2015;70;Hommes;2. Tumeurs;390
2016;70;Hommes;2. Tumeurs;397
2017;70;Hommes;2. Tumeurs;417
2018;70;Hommes;2. Tumeurs;385
2019;70;Hommes;2. Tumeurs;413
2020;70;Hommes;2. Tumeurs;407
2021;70;Hommes;2. Tumeurs;357
2022;70;Hommes;2. Tumeurs;369
1990;71;Hommes;2. Tumeurs;961
1991;71;Hommes;2. Tumeurs;1027
1992;71;Hommes;2. Tumeurs;1021
1993;71;Hommes;2. Tumeurs;1092
1994;71;Hommes;2. Tumeurs;1023
1995;71;Hommes;2. Tumeurs;994
1996;71;Hommes;2. Tumeurs;1036
1997;71;Hommes;2. Tumeurs;1036
1998;71;Hommes;2. Tumeurs;1008
1999;71;Hommes;2. Tumeurs;1028
2000;71;Hommes;2. Tumeurs;1047
2001;71;Hommes;2. Tumeurs;1080
2002;71;Hommes;2. Tumeurs;1009
2003;71;Hommes;2. Tumeurs;1028
2004;71;Hommes;2. Tumeurs;978
2005;71;Hommes;2. Tumeurs;993
2006;71;Hommes;2. Tumeurs;1056
2007;71;Hommes;2. Tumeurs;1081
2008;71;Hommes;2. Tumeurs;997
2009;71;Hommes;2. Tumeurs;1027
2010;71;Hommes;2. Tumeurs;999
2011;71;Hommes;2. Tumeurs;1024
2012;71;Hommes;2. Tumeurs;889
2013;71;Hommes;2. Tumeurs;998
2014;71;Hommes;2. Tumeurs;1031
2015;71;Hommes;2. Tumeurs;1037
2016;71;Hommes;2. Tumeurs;957
2017;71;Hommes;2. Tumeurs;1011
2018;71;Hommes;2. Tumeurs;958
2019;71;Hommes;2. Tumeurs;1047
2020;71;Hommes;2. Tumeurs;1004
2021;71;Hommes;2. Tumeurs;1015
2022;71;Hommes;2. Tumeurs;893
1990;72;Hommes;2. Tumeurs;821
1991;72;Hommes;2. Tumeurs;739
1992;72;Hommes;2. Tumeurs;824
1993;72;Hommes;2. Tumeurs;779
1994;72;Hommes;2. Tumeurs;825
1995;72;Hommes;2. Tumeurs;820
1996;72;Hommes;2. Tumeurs;863
1997;72;Hommes;2. Tumeurs;779
1998;72;Hommes;2. Tumeurs;783
1999;72;Hommes;2. Tumeurs;813
2000;72;Hommes;2. Tumeurs;838
2001;72;Hommes;2. Tumeurs;852
2002;72;Hommes;2. Tumeurs;874
2003;72;Hommes;2. Tumeurs;903
2004;72;Hommes;2. Tumeurs;920
2005;72;Hommes;2. Tumeurs;879
2006;72;Hommes;2. Tumeurs;790
2007;72;Hommes;2. Tumeurs;937
2008;72;Hommes;2. Tumeurs;933
2009;72;Hommes;2. Tumeurs;899
2010;72;Hommes;2. Tumeurs;897
2011;72;Hommes;2. Tumeurs;899
2012;72;Hommes;2. Tumeurs;970
2013;72;Hommes;2. Tumeurs;961
2014;72;Hommes;2. Tumeurs;916
2015;72;Hommes;2. Tumeurs;928
2016;72;Hommes;2. Tumeurs;879
2017;72;Hommes;2. Tumeurs;950
2018;72;Hommes;2. Tumeurs;950
2019;72;Hommes;2. Tumeurs;816
2020;72;Hommes;2. Tumeurs;917
2021;72;Hommes;2. Tumeurs;909
2022;72;Hommes;2. Tumeurs;935
1990;73;Hommes;2. Tumeurs;512
1991;73;Hommes;2. Tumeurs;505
1992;73;Hommes;2. Tumeurs;524
1993;73;Hommes;2. Tumeurs;542
1994;73;Hommes;2. Tumeurs;535
1995;73;Hommes;2. Tumeurs;532
1996;73;Hommes;2. Tumeurs;518
1997;73;Hommes;2. Tumeurs;560
1998;73;Hommes;2. Tumeurs;609
1999;73;Hommes;2. Tumeurs;533
2000;73;Hommes;2. Tumeurs;513
2001;73;Hommes;2. Tumeurs;572
2002;73;Hommes;2. Tumeurs;542
2003;73;Hommes;2. Tumeurs;605
2004;73;Hommes;2. Tumeurs;556
2005;73;Hommes;2. Tumeurs;557
2006;73;Hommes;2. Tumeurs;551
2007;73;Hommes;2. Tumeurs;555
2008;73;Hommes;2. Tumeurs;573
2009;73;Hommes;2. Tumeurs;577
2010;73;Hommes;2. Tumeurs;635
2011;73;Hommes;2. Tumeurs;577
2012;73;Hommes;2. Tumeurs;532
2013;73;Hommes;2. Tumeurs;560
2014;73;Hommes;2. Tumeurs;578
2015;73;Hommes;2. Tumeurs;562
2016;73;Hommes;2. Tumeurs;552
2017;73;Hommes;2. Tumeurs;616
2018;73;Hommes;2. Tumeurs;631
2019;73;Hommes;2. Tumeurs;564
2020;73;Hommes;2. Tumeurs;633
2021;73;Hommes;2. Tumeurs;577
2022;73;Hommes;2. Tumeurs;618
1990;74;Hommes;2. Tumeurs;631
1991;74;Hommes;2. Tumeurs;703
1992;74;Hommes;2. Tumeurs;697
1993;74;Hommes;2. Tumeurs;705
1994;74;Hommes;2. Tumeurs;725
1995;74;Hommes;2. Tumeurs;746
1996;74;Hommes;2. Tumeurs;725
1997;74;Hommes;2. Tumeurs;719
1998;74;Hommes;2. Tumeurs;745
1999;74;Hommes;2. Tumeurs;756
2000;74;Hommes;2. Tumeurs;730
2001;74;Hommes;2. Tumeurs;777
2002;74;Hommes;2. Tumeurs;826
2003;74;Hommes;2. Tumeurs;801
2004;74;Hommes;2. Tumeurs;800
2005;74;Hommes;2. Tumeurs;764
2006;74;Hommes;2. Tumeurs;832
2007;74;Hommes;2. Tumeurs;804
2008;74;Hommes;2. Tumeurs;847
2009;74;Hommes;2. Tumeurs;853
2010;74;Hommes;2. Tumeurs;835
2011;74;Hommes;2. Tumeurs;840
2012;74;Hommes;2. Tumeurs;880
2013;74;Hommes;2. Tumeurs;856
2014;74;Hommes;2. Tumeurs;869
2015;74;Hommes;2. Tumeurs;892
2016;74;Hommes;2. Tumeurs;949
2017;74;Hommes;2. Tumeurs;878
2018;74;Hommes;2. Tumeurs;831
2019;74;Hommes;2. Tumeurs;948
2020;74;Hommes;2. Tumeurs;873
2021;74;Hommes;2. Tumeurs;865
2022;74;Hommes;2. Tumeurs;839
1990;75;Hommes;2. Tumeurs;2760
1991;75;Hommes;2. Tumeurs;2897
1992;75;Hommes;2. Tumeurs;2837
1993;75;Hommes;2. Tumeurs;2746
1994;75;Hommes;2. Tumeurs;2755
1995;75;Hommes;2. Tumeurs;2619
1996;75;Hommes;2. Tumeurs;2703
1997;75;Hommes;2. Tumeurs;2504
1998;75;Hommes;2. Tumeurs;2451
1999;75;Hommes;2. Tumeurs;2488
2000;75;Hommes;2. Tumeurs;2469
2001;75;Hommes;2. Tumeurs;2454
2002;75;Hommes;2. Tumeurs;2332
2003;75;Hommes;2. Tumeurs;2385
2004;75;Hommes;2. Tumeurs;2408
2005;75;Hommes;2. Tumeurs;2449
2006;75;Hommes;2. Tumeurs;2359
2007;75;Hommes;2. Tumeurs;2345
2008;75;Hommes;2. Tumeurs;2319
2009;75;Hommes;2. Tumeurs;2256
2010;75;Hommes;2. Tumeurs;2323
2011;75;Hommes;2. Tumeurs;2221
2012;75;Hommes;2. Tumeurs;2300
2013;75;Hommes;2. Tumeurs;2168
2014;75;Hommes;2. Tumeurs;2276
2015;75;Hommes;2. Tumeurs;2264
2016;75;Hommes;2. Tumeurs;2306
2017;75;Hommes;2. Tumeurs;2160
2018;75;Hommes;2. Tumeurs;2124
2019;75;Hommes;2. Tumeurs;2097
2020;75;Hommes;2. Tumeurs;2034
2021;75;Hommes;2. Tumeurs;1956
2022;75;Hommes;2. Tumeurs;1976
1990;76;Hommes;2. Tumeurs;1921
1991;76;Hommes;2. Tumeurs;1931
1992;76;Hommes;2. Tumeurs;2008
1993;76;Hommes;2. Tumeurs;2002
1994;76;Hommes;2. Tumeurs;1952
1995;76;Hommes;2. Tumeurs;2051
1996;76;Hommes;2. Tumeurs;2021
1997;76;Hommes;2. Tumeurs;2079
1998;76;Hommes;2. Tumeurs;2004
1999;76;Hommes;2. Tumeurs;2018
2000;76;Hommes;2. Tumeurs;2068
2001;76;Hommes;2. Tumeurs;2008
2002;76;Hommes;2. Tumeurs;2022
2003;76;Hommes;2. Tumeurs;2022
2004;76;Hommes;2. Tumeurs;1938
2005;76;Hommes;2. Tumeurs;1968
2006;76;Hommes;2. Tumeurs;1999
2007;76;Hommes;2. Tumeurs;2024
2008;76;Hommes;2. Tumeurs;1988
2009;76;Hommes;2. Tumeurs;2062
2010;76;Hommes;2. Tumeurs;2039
2011;76;Hommes;2. Tumeurs;2026
2012;76;Hommes;2. Tumeurs;2021
2013;76;Hommes;2. Tumeurs;1998
2014;76;Hommes;2. Tumeurs;2053
2015;76;Hommes;2. Tumeurs;2101
2016;76;Hommes;2. Tumeurs;2061
2017;76;Hommes;2. Tumeurs;2063
2018;76;Hommes;2. Tumeurs;1977
2019;76;Hommes;2. Tumeurs;2007
2020;76;Hommes;2. Tumeurs;2018
2021;76;Hommes;2. Tumeurs;1967
2022;76;Hommes;2. Tumeurs;1976
1990;77;Hommes;2. Tumeurs;1205
1991;77;Hommes;2. Tumeurs;1280
1992;77;Hommes;2. Tumeurs;1295
1993;77;Hommes;2. Tumeurs;1281
1994;77;Hommes;2. Tumeurs;1353
1995;77;Hommes;2. Tumeurs;1270
1996;77;Hommes;2. Tumeurs;1407
1997;77;Hommes;2. Tumeurs;1331
1998;77;Hommes;2. Tumeurs;1374
1999;77;Hommes;2. Tumeurs;1381
2000;77;Hommes;2. Tumeurs;1407
2001;77;Hommes;2. Tumeurs;1415
2002;77;Hommes;2. Tumeurs;1406
2003;77;Hommes;2. Tumeurs;1393
2004;77;Hommes;2. Tumeurs;1455
2005;77;Hommes;2. Tumeurs;1399
2006;77;Hommes;2. Tumeurs;1486
2007;77;Hommes;2. Tumeurs;1500
2008;77;Hommes;2. Tumeurs;1414
2009;77;Hommes;2. Tumeurs;1414
2010;77;Hommes;2. Tumeurs;1466
2011;77;Hommes;2. Tumeurs;1432
2012;77;Hommes;2. Tumeurs;1531
2013;77;Hommes;2. Tumeurs;1439
2014;77;Hommes;2. Tumeurs;1459
2015;77;Hommes;2. Tumeurs;1438
2016;77;Hommes;2. Tumeurs;1571
2017;77;Hommes;2. Tumeurs;1520
2018;77;Hommes;2. Tumeurs;1524
2019;77;Hommes;2. Tumeurs;1448
2020;77;Hommes;2. Tumeurs;1547
2021;77;Hommes;2. Tumeurs;1433
2022;77;Hommes;2. Tumeurs;1461
1990;78;Hommes;2. Tumeurs;1385
1991;78;Hommes;2. Tumeurs;1435
1992;78;Hommes;2. Tumeurs;1463
1993;78;Hommes;2. Tumeurs;1409
1994;78;Hommes;2. Tumeurs;1494
1995;78;Hommes;2. Tumeurs;1418
1996;78;Hommes;2. Tumeurs;1467
1997;78;Hommes;2. Tumeurs;1483
1998;78;Hommes;2. Tumeurs;1443
1999;78;Hommes;2. Tumeurs;1526
2000;78;Hommes;2. Tumeurs;1447
2001;78;Hommes;2. Tumeurs;1471
2002;78;Hommes;2. Tumeurs;1519
2003;78;Hommes;2. Tumeurs;1579
2004;78;Hommes;2. Tumeurs;1481
2005;78;Hommes;2. Tumeurs;1521
2006;78;Hommes;2. Tumeurs;1537
2007;78;Hommes;2. Tumeurs;1527
2008;78;Hommes;2. Tumeurs;1595
2009;78;Hommes;2. Tumeurs;1541
2010;78;Hommes;2. Tumeurs;1583
2011;78;Hommes;2. Tumeurs;1578
2012;78;Hommes;2. Tumeurs;1581
2013;78;Hommes;2. Tumeurs;1568
2014;78;Hommes;2. Tumeurs;1621
2015;78;Hommes;2. Tumeurs;1510
2016;78;Hommes;2. Tumeurs;1564
2017;78;Hommes;2. Tumeurs;1672
2018;78;Hommes;2. Tumeurs;1599
2019;78;Hommes;2. Tumeurs;1530
2020;78;Hommes;2. Tumeurs;1534
2021;78;Hommes;2. Tumeurs;1495
2022;78;Hommes;2. Tumeurs;1497
1990;79;Hommes;2. Tumeurs;551
1991;79;Hommes;2. Tumeurs;580
1992;79;Hommes;2. Tumeurs;567
1993;79;Hommes;2. Tumeurs;593
1994;79;Hommes;2. Tumeurs;573
1995;79;Hommes;2. Tumeurs;579
1996;79;Hommes;2. Tumeurs;625
1997;79;Hommes;2. Tumeurs;612
1998;79;Hommes;2. Tumeurs;627
1999;79;Hommes;2. Tumeurs;639
2000;79;Hommes;2. Tumeurs;614
2001;79;Hommes;2. Tumeurs;615
2002;79;Hommes;2. Tumeurs;635
2003;79;Hommes;2. Tumeurs;669
2004;79;Hommes;2. Tumeurs;645
2005;79;Hommes;2. Tumeurs;695
2006;79;Hommes;2. Tumeurs;618
2007;79;Hommes;2. Tumeurs;634
2008;79;Hommes;2. Tumeurs;635
2009;79;Hommes;2. Tumeurs;630
2010;79;Hommes;2. Tumeurs;654
2011;79;Hommes;2. Tumeurs;682
2012;79;Hommes;2. Tumeurs;647
2013;79;Hommes;2. Tumeurs;657
2014;79;Hommes;2. Tumeurs;640
2015;79;Hommes;2. Tumeurs;617
2016;79;Hommes;2. Tumeurs;657
2017;79;Hommes;2. Tumeurs;655
2018;79;Hommes;2. Tumeurs;662
2019;79;Hommes;2. Tumeurs;648
2020;79;Hommes;2. Tumeurs;631
2021;79;Hommes;2. Tumeurs;653
2022;79;Hommes;2. Tumeurs;708
1990;80;Hommes;2. Tumeurs;888
1991;80;Hommes;2. Tumeurs;918
1992;80;Hommes;2. Tumeurs;867
1993;80;Hommes;2. Tumeurs;934
1994;80;Hommes;2. Tumeurs;935
1995;80;Hommes;2. Tumeurs;887
1996;80;Hommes;2. Tumeurs;946
1997;80;Hommes;2. Tumeurs;897
1998;80;Hommes;2. Tumeurs;896
1999;80;Hommes;2. Tumeurs;904
2000;80;Hommes;2. Tumeurs;901
2001;80;Hommes;2. Tumeurs;909
2002;80;Hommes;2. Tumeurs;952
2003;80;Hommes;2. Tumeurs;914
2004;80;Hommes;2. Tumeurs;918
2005;80;Hommes;2. Tumeurs;983
2006;80;Hommes;2. Tumeurs;930
2007;80;Hommes;2. Tumeurs;884
2008;80;Hommes;2. Tumeurs;932
2009;80;Hommes;2. Tumeurs;980
2010;80;Hommes;2. Tumeurs;888
2011;80;Hommes;2. Tumeurs;987
2012;80;Hommes;2. Tumeurs;978
2013;80;Hommes;2. Tumeurs;880
2014;80;Hommes;2. Tumeurs;849
2015;80;Hommes;2. Tumeurs;902
2016;80;Hommes;2. Tumeurs;965
2017;80;Hommes;2. Tumeurs;921
2018;80;Hommes;2. Tumeurs;885
2019;80;Hommes;2. Tumeurs;913
2020;80;Hommes;2. Tumeurs;909
2021;80;Hommes;2. Tumeurs;766
2022;80;Hommes;2. Tumeurs;835
1990;81;Hommes;2. Tumeurs;563
1991;81;Hommes;2. Tumeurs;555
1992;81;Hommes;2. Tumeurs;563
1993;81;Hommes;2. Tumeurs;530
1994;81;Hommes;2. Tumeurs;525
1995;81;Hommes;2. Tumeurs;543
1996;81;Hommes;2. Tumeurs;593
1997;81;Hommes;2. Tumeurs;578
1998;81;Hommes;2. Tumeurs;552
1999;81;Hommes;2. Tumeurs;601
2000;81;Hommes;2. Tumeurs;612
2001;81;Hommes;2. Tumeurs;563
2002;81;Hommes;2. Tumeurs;618
2003;81;Hommes;2. Tumeurs;604
2004;81;Hommes;2. Tumeurs;557
2005;81;Hommes;2. Tumeurs;594
2006;81;Hommes;2. Tumeurs;641
2007;81;Hommes;2. Tumeurs;573
2008;81;Hommes;2. Tumeurs;598
2009;81;Hommes;2. Tumeurs;609
2010;81;Hommes;2. Tumeurs;675
2011;81;Hommes;2. Tumeurs;613
2012;81;Hommes;2. Tumeurs;600
2013;81;Hommes;2. Tumeurs;654
2014;81;Hommes;2. Tumeurs;660
2015;81;Hommes;2. Tumeurs;677
2016;81;Hommes;2. Tumeurs;663
2017;81;Hommes;2. Tumeurs;626
2018;81;Hommes;2. Tumeurs;670
2019;81;Hommes;2. Tumeurs;671
2020;81;Hommes;2. Tumeurs;670
2021;81;Hommes;2. Tumeurs;705
2022;81;Hommes;2. Tumeurs;687
1990;82;Hommes;2. Tumeurs;347
1991;82;Hommes;2. Tumeurs;326
1992;82;Hommes;2. Tumeurs;304
1993;82;Hommes;2. Tumeurs;329
1994;82;Hommes;2. Tumeurs;297
1995;82;Hommes;2. Tumeurs;344
1996;82;Hommes;2. Tumeurs;350
1997;82;Hommes;2. Tumeurs;328
1998;82;Hommes;2. Tumeurs;300
1999;82;Hommes;2. Tumeurs;335
2000;82;Hommes;2. Tumeurs;329
2001;82;Hommes;2. Tumeurs;362
2002;82;Hommes;2. Tumeurs;316
2003;82;Hommes;2. Tumeurs;325
2004;82;Hommes;2. Tumeurs;347
2005;82;Hommes;2. Tumeurs;371
2006;82;Hommes;2. Tumeurs;368
2007;82;Hommes;2. Tumeurs;384
2008;82;Hommes;2. Tumeurs;356
2009;82;Hommes;2. Tumeurs;387
2010;82;Hommes;2. Tumeurs;367
2011;82;Hommes;2. Tumeurs;345
2012;82;Hommes;2. Tumeurs;401
2013;82;Hommes;2. Tumeurs;410
2014;82;Hommes;2. Tumeurs;389
2015;82;Hommes;2. Tumeurs;393
2016;82;Hommes;2. Tumeurs;425
2017;82;Hommes;2. Tumeurs;417
2018;82;Hommes;2. Tumeurs;424
2019;82;Hommes;2. Tumeurs;396
2020;82;Hommes;2. Tumeurs;417
2021;82;Hommes;2. Tumeurs;392
2022;82;Hommes;2. Tumeurs;433
1990;83;Hommes;2. Tumeurs;1461
1991;83;Hommes;2. Tumeurs;1499
1992;83;Hommes;2. Tumeurs;1445
1993;83;Hommes;2. Tumeurs;1529
1994;83;Hommes;2. Tumeurs;1583
1995;83;Hommes;2. Tumeurs;1582
1996;83;Hommes;2. Tumeurs;1547
1997;83;Hommes;2. Tumeurs;1591
1998;83;Hommes;2. Tumeurs;1564
1999;83;Hommes;2. Tumeurs;1669
2000;83;Hommes;2. Tumeurs;1713
2001;83;Hommes;2. Tumeurs;1614
2002;83;Hommes;2. Tumeurs;1756
2003;83;Hommes;2. Tumeurs;1728
2004;83;Hommes;2. Tumeurs;1731
2005;83;Hommes;2. Tumeurs;1748
2006;83;Hommes;2. Tumeurs;1734
2007;83;Hommes;2. Tumeurs;1846
2008;83;Hommes;2. Tumeurs;1821
2009;83;Hommes;2. Tumeurs;1830
2010;83;Hommes;2. Tumeurs;1686
2011;83;Hommes;2. Tumeurs;1800
2012;83;Hommes;2. Tumeurs;1785
2013;83;Hommes;2. Tumeurs;1880
2014;83;Hommes;2. Tumeurs;1819
2015;83;Hommes;2. Tumeurs;1864
2016;83;Hommes;2. Tumeurs;1963
2017;83;Hommes;2. Tumeurs;1930
2018;83;Hommes;2. Tumeurs;1917
2019;83;Hommes;2. Tumeurs;1902
2020;83;Hommes;2. Tumeurs;1854
2021;83;Hommes;2. Tumeurs;1885
2022;83;Hommes;2. Tumeurs;1921
1990;84;Hommes;2. Tumeurs;713
1991;84;Hommes;2. Tumeurs;694
1992;84;Hommes;2. Tumeurs;745
1993;84;Hommes;2. Tumeurs;743
1994;84;Hommes;2. Tumeurs;780
1995;84;Hommes;2. Tumeurs;735
1996;84;Hommes;2. Tumeurs;718
1997;84;Hommes;2. Tumeurs;767
1998;84;Hommes;2. Tumeurs;739
1999;84;Hommes;2. Tumeurs;773
2000;84;Hommes;2. Tumeurs;773
2001;84;Hommes;2. Tumeurs;757
2002;84;Hommes;2. Tumeurs;765
2003;84;Hommes;2. Tumeurs;785
2004;84;Hommes;2. Tumeurs;782
2005;84;Hommes;2. Tumeurs;782
2006;84;Hommes;2. Tumeurs;811
2007;84;Hommes;2. Tumeurs;872
2008;84;Hommes;2. Tumeurs;909
2009;84;Hommes;2. Tumeurs;830
2010;84;Hommes;2. Tumeurs;829
2011;84;Hommes;2. Tumeurs;812
2012;84;Hommes;2. Tumeurs;873
2013;84;Hommes;2. Tumeurs;869
2014;84;Hommes;2. Tumeurs;830
2015;84;Hommes;2. Tumeurs;956
2016;84;Hommes;2. Tumeurs;902
2017;84;Hommes;2. Tumeurs;949
2018;84;Hommes;2. Tumeurs;855
2019;84;Hommes;2. Tumeurs;943
2020;84;Hommes;2. Tumeurs;889
2021;84;Hommes;2. Tumeurs;911
2022;84;Hommes;2. Tumeurs;879
1990;85;Hommes;2. Tumeurs;871
1991;85;Hommes;2. Tumeurs;856
1992;85;Hommes;2. Tumeurs;895
1993;85;Hommes;2. Tumeurs;844
1994;85;Hommes;2. Tumeurs;853
1995;85;Hommes;2. Tumeurs;927
1996;85;Hommes;2. Tumeurs;979
1997;85;Hommes;2. Tumeurs;943
1998;85;Hommes;2. Tumeurs;1068
1999;85;Hommes;2. Tumeurs;988
2000;85;Hommes;2. Tumeurs;1024
2001;85;Hommes;2. Tumeurs;1062
2002;85;Hommes;2. Tumeurs;1022
2003;85;Hommes;2. Tumeurs;1055
2004;85;Hommes;2. Tumeurs;1108
2005;85;Hommes;2. Tumeurs;986
2006;85;Hommes;2. Tumeurs;1100
2007;85;Hommes;2. Tumeurs;1133
2008;85;Hommes;2. Tumeurs;1096
2009;85;Hommes;2. Tumeurs;1148
2010;85;Hommes;2. Tumeurs;1136
2011;85;Hommes;2. Tumeurs;1080
2012;85;Hommes;2. Tumeurs;1135
2013;85;Hommes;2. Tumeurs;1162
2014;85;Hommes;2. Tumeurs;1252
2015;85;Hommes;2. Tumeurs;1299
2016;85;Hommes;2. Tumeurs;1314
2017;85;Hommes;2. Tumeurs;1314
2018;85;Hommes;2. Tumeurs;1250
2019;85;Hommes;2. Tumeurs;1295
2020;85;Hommes;2. Tumeurs;1311
2021;85;Hommes;2. Tumeurs;1330
2022;85;Hommes;2. Tumeurs;1355
1990;86;Hommes;2. Tumeurs;609
1991;86;Hommes;2. Tumeurs;644
1992;86;Hommes;2. Tumeurs;633
1993;86;Hommes;2. Tumeurs;618
1994;86;Hommes;2. Tumeurs;709
1995;86;Hommes;2. Tumeurs;675
1996;86;Hommes;2. Tumeurs;661
